,sub1,sub2,sub3,sub4,sub5,sub6,sub7,sub8,sub9,sub10,sub 11,sub12
35,93624.9735796604,9688.41525365429,-47579.385076782,-135993.476086045,-132050.802722834,-154982.640167209,42073.0503806934,51728.7325730494,-141368.405630637,14475.527236671,65538.5085934552,130353.31797245
36,70656.5318176967,-183423.365565725,-157882.306471209,-68939.9712263743,-19394.1956280922,-59277.4108679442,-62574.1143808486,56746.0113446155,218114.219281882,-159971.222444123,-162691.426103656,-142214.94979381
37,-32012.3850997167,30980.380113763,-54341.1781526793,42653.7220268802,-7922.35350019011,-38515.9702657104,59544.0478847078,91985.1432230927,-30888.4933901801,66959.5360054174,57385.4332248437,90612.452244551
38,132249.878286944,-63413.274089117,69048.7062654484,35330.6627049799,6611.33693219911,-140505.941584381,64707.4776940461,-168953.080052286,8177.29693018139,77809.8368670666,-182900.50603846,-28531.5367040258
39,-249994.445780734,57208.565926036,173086.46571557,-125577.827754625,-145231.271365558,88770.5308449436,-21202.1729171225,-150305.626681219,25528.7442037023,-131017.20574977,9701.78259094216,345.678887001026
40,-3536.7890986873,119643.767001468,11188.9194579598,-200092.498073117,-14810.0969276336,157764.851537433,-88121.8500688089,84774.2859001625,141920.401980265,416.938993974105,-114693.359625218,-78702.2994442518
41,-73202.3223064931,45732.3674716769,90798.2328927624,-44837.3821519833,165829.282574093,-50108.0486604717,-133750.529192122,16166.2399649034,-150589.548359192,91864.3254883917,36459.8442141684,134232.823153275
42,-128138.226953203,-98168.8751530516,-45970.5565959867,-94005.5911889377,38833.0428390972,89392.0900980225,119123.819033288,188181.365233655,147797.092992173,79506.9515110437,-86964.2024433451,-189971.273836611
43,145525.019281475,21816.334496031,93325.57260298,-69193.1396859043,163165.964346682,-215708.747392655,-123208.78850445,-54708.3987777576,-84399.2931021366,-41436.6424961464,40422.5490974675,-64375.7331858323
44,-53393.5257873939,-60102.495212068,55850.8048778037,-116541.574907893,177665.250562063,-124099.970877613,78266.8782232339,-102443.589507405,72742.6464864998,20127.9707716484,153984.898904824,64927.9457604499
45,8299.24602645705,-46542.8195823663,-189067.281852619,-76216.3847135709,-139264.132299519,-121286.617048862,-151866.064514775,-33740.8419811838,-300273.12458266,38778.2748269248,-2513.51073593697,189403.794220019
46,-44197.5924741315,-8942.3692081732,-133752.959274773,-102309.220371314,119874.188728548,165319.559521786,-188452.44707227,-117416.327562777,134971.294691229,6984.33845215608,172540.228572657,-20363.0398748095
47,13787.299530329,39982.8062857683,-114019.29462197,74368.0514441738,28532.7756553467,32351.1054225983,56086.9826448833,-40404.3678773179,-14185.3267850629,116742.543622322,-128634.080213435,133352.367856214
48,238002.247533252,61919.2843704877,-30965.6702954346,92166.2767216824,189803.875780194,-26645.7124964147,143562.963780961,-16972.9896420374,-73738.6402990178,-121776.7125081,99040.8680894719,27184.9374522263
49,220576.167892539,7533.21450225195,56514.1038584015,41350.4365432266,45909.6151521411,-101766.428741586,167423.932949652,112642.359861352,163783.907654492,48399.7304258031,165223.065566246,-242921.603189179
50,-50376.0564660942,-49256.1460864069,154484.936315994,-93814.8434119626,-56971.8190751073,-9758.18779142016,-141976.501932514,60845.2503312346,151924.365045421,-34244.5589506596,-15675.1974701976,81032.1805048315
51,-244629.009158847,57243.8251629078,-106633.920151114,75209.9725940141,81212.7792142937,67624.7921125279,-102501.46966089,6053.86339265118,177216.424686688,-171531.054604819,41201.5925059736,-58236.6219163184
52,-54212.035040167,59440.0701366131,22900.3643071077,-32668.274554793,-40222.2216469152,47871.3182300862,-193469.488635263,10088.8530607045,142329.974629275,-96097.4283086234,132814.396776156,-57203.7355990721
53,-1898.70014011779,-140995.821207189,-91481.1384036848,59274.8642983242,133977.046742572,-42879.9400004434,7335.09246983824,-25672.5472780774,-103078.134048187,97101.9778917236,171817.6987166,87165.2601722706
54,96799.1453788122,29954.1484899896,-92354.8868032452,2904.03020217656,-182281.216175113,-58027.7993572973,13970.0772746549,-101245.793551943,122763.27713192,135745.668664212,61199.7737192901,30754.9718511509
55,-130134.84706166,-22381.6728114265,-86626.2011531981,126016.219520012,-166949.001031537,-33493.1594278053,5377.53179080239,23221.5814013602,-51533.2535794916,-163423.806035224,73424.2780583249,-91866.1738752231
56,-11106.0127708607,54153.5739285138,-24755.4456099053,-167327.635763575,44551.9955002276,-56473.9094457371,-116271.67340586,-18494.0157913818,14963.2182348741,14951.3764131102,-204441.216123129,-203668.868510759
57,41914.828163747,-71412.3132509869,-24993.8732531582,-17064.568863723,-38583.8128317118,228357.439909976,69589.7447673407,-47720.8439016553,-53093.788316519,136675.253512581,-131501.047414009,-34571.1166880126
58,84344.8561546371,24065.9287091425,177462.232045998,18804.5412857193,-85980.9052453365,14447.285960461,17940.4362503224,70864.5609614427,-82450.8242137669,63416.7896215484,81747.3897371378,53571.6695023504
59,152528.419402486,31573.3827284292,-83891.4943179029,-42364.9311197657,29602.1223864456,-128391.755794173,58297.7173960425,14671.2632488965,23255.8663945611,123601.54906154,-13415.2187954539,-101290.248724829
60,82909.003396028,-33911.1764697867,16816.5001569427,-143614.395662723,129902.325388779,231149.649189463,20427.3339990421,49802.3215689519,-98468.5197798116,23041.0561419866,74029.1191565123,-78761.6013966129
61,-13894.7772207518,-69528.3534677969,126934.321521649,-8368.1072797595,-23578.0917646558,123.776008776341,-110883.280451045,256854.97795857,56660.0679319625,-79107.8976239803,-75007.7363435915,-54684.5271465671
62,-147201.321722531,96526.5402979468,231624.671783895,103646.972578773,19100.5012468759,-15400.3157682584,179083.106948651,-169254.983976453,251918.709612155,90327.0948409169,-36379.8718880224,180663.030797752
63,-118633.849399603,-3427.78381121388,-210379.448597503,-35914.9077009898,29236.5917930305,-28746.4342889265,-100053.313874551,64951.511407773,5634.12602870666,-35498.0380183908,-51814.963968715,237870.412802905
64,44316.7187285777,-11387.2800823894,-135072.920454971,35951.4174072979,156899.133560909,64134.0182257733,9869.61015849319,224873.7832475,-28652.2184580814,144220.182029299,54930.4394849218,-52945.4041159148
65,113281.402170292,-169088.921463133,62976.7079481479,99469.9836355317,-21474.8831783718,25181.774484941,140460.429233101,3798.64480912384,-73580.9184052241,49436.7053176533,3665.93083891948,46197.5256464341
66,66182.5970843511,-135309.584752767,-88288.676898042,-113951.561906156,24698.8404589949,31785.7192361074,233029.912420943,5048.18064350243,-69453.9361679549,-65718.5286511574,64859.3445744104,10984.79016258
67,-162453.226664964,-95858.8164677761,11936.6971409524,32143.6659683198,81929.4292291337,-33586.6942536281,40786.6124628279,168201.731379679,99286.5560400989,40218.9301453353,-64905.8047940574,12031.4838602249
68,4964.01190194224,177696.898089392,133347.473781489,-8692.04247817863,17246.6277092087,112979.18978862,95246.4203028679,-93924.7331343887,37871.6025038729,-50979.7242038646,-61761.1777132092,-78387.8273623579
69,-73921.3656078395,97681.2093526994,129861.533254148,29236.8111225974,112930.744866843,19406.4937178626,56591.9292724857,70634.2978590374,-19805.0060115907,24152.3865441809,77547.3444669477,148853.023074651
70,-243664.962677055,-72475.6694084916,-4871.2091534994,-35392.1528924486,-753.864538477671,-159447.635171962,-30407.8325664317,39380.9067037254,7697.24470401259,87249.8133048208,72994.6078336359,5365.9241072317
71,83390.6979893286,43603.2027641974,-13932.3072714473,-94344.2954888524,12486.7217314198,24036.0172912415,22580.9458978837,66856.0085688867,21291.887241848,-66702.2260690415,-72515.1593573943,-212103.619894619
72,15660.7279874,-198339.624917974,266250.160462012,-166470.212924849,-140252.385795642,52745.491525394,3545.03501360808,-136572.618750523,-122281.016880921,101030.319028557,23049.5881109945,-85342.9770422626
73,45587.5970746293,-64515.5181832297,43963.9172593726,-29800.5674417748,143338.310381387,-177516.842522118,198285.05781349,-6854.80452576458,29101.2349826756,-97275.4218914368,-100851.318890246,22024.1056667718
74,158540.872210683,-22058.7660289262,208160.215999693,-1876.49305868551,-4122.8675043739,247045.041094503,50211.9219988917,-168266.286898732,122727.405226884,121956.30633969,10628.2794787336,87451.444154643
75,5197.10348987603,-19097.728643563,-3123.91590114304,-85921.420079041,85680.0665587358,-83882.128347174,-101130.198739662,39945.5794396297,69878.6716560746,-85249.4690802825,123048.875998626,88044.3852415902
76,30777.4327243677,-89049.4326204952,46991.4924605112,87079.7695669927,24461.0664701754,-34437.6198833353,-66991.1239423079,80765.1750649772,2244.33986513381,9782.71439869795,68200.6601205368,6976.55508750736
77,-16792.0846410363,-876.215820959667,66280.3290223671,83702.0632968348,-79895.4621481061,27566.2079547242,-74285.179774434,-93074.9666038789,-14777.2154084187,-54079.4181835303,120171.26530406,-76443.5563293819
78,-30042.6357368491,45122.6489371107,95418.7634752731,-137560.788820613,284614.022693921,59543.0050667598,127171.885986977,13280.0270195253,-3079.01558944229,249783.188213807,-37669.6712623521,-21314.7172962219
79,12494.2196604741,245292.638985151,-13824.1787747175,41220.3670654381,-38639.452699641,73260.3486985099,-124276.206185827,7483.60706110875,-56382.0802505075,12095.529575524,-7247.86338950433,-102390.156198495
80,37189.6926709526,-187878.528447903,-37339.5555440942,-41423.1569530554,155407.482008579,90598.8852513657,87113.1704448493,28653.8596644819,15525.4150404202,59809.7108419861,73804.8373313283,-123689.864499255
81,-150754.309037757,5890.12341069118,-1901.90680572084,-103443.722181963,-248196.616580773,-102908.535991253,101670.279470942,-79871.8117332588,4325.21490285217,-124852.359338811,59889.021180128,-20987.8719124949
82,159910.655105555,111784.127175006,-91552.3349908806,155018.70731362,33320.2272796785,-81623.5834541181,-139282.329264418,168088.740099598,-40973.9722598683,-84866.0480843246,-127259.152212887,70513.5692640152
83,-29800.8201298968,214240.056465071,189019.604710376,139776.072098493,76070.9470606839,18771.6964452903,-93791.9466648039,94561.9852757653,-44840.8178422184,-92546.2349811227,181068.073757004,-48097.7183476741
84,161135.666217208,-67434.9246908618,-70520.7264600388,-2688.48309016374,47268.1962599924,-22823.2927218834,-175411.77414084,-31978.8009215558,25371.5151045002,-53443.529572977,27880.7347160756,113930.498252142
85,-57479.2699347118,185000.633267904,15223.3938838029,-200585.83995668,69749.7737082909,119037.348589844,182375.0196937,-76689.5736062429,-106582.949482392,191049.285932545,-61435.9441063478,-15408.0333083223
86,-25503.7215129009,56151.4402296552,-198087.562371937,141743.254219688,-147522.992570868,36393.2618868846,176021.556426789,-225596.496465415,20035.2918730766,31.6809557443604,-78908.9588653781,69927.1946911857
87,67078.9890781086,-109508.112336893,-127500.666308858,73581.4568384945,-40944.6305575578,-126716.201889595,4077.09556588941,-6091.44613448255,78145.7752539459,26633.108985718,41356.8693841545,25525.1686215683
88,-70883.9582964738,-72522.1810472399,34694.4451926995,306318.54024802,130763.672361937,-21694.6919734001,54629.150925439,263345.445443301,15175.0648004571,-61594.9654775015,-19413.9410388349,-23509.5476376404
89,41700.3427211891,90703.7282456367,-166370.218887665,25169.2242421044,-20376.758107967,-90910.9688314166,-35743.5502566117,-41372.3818324088,35145.6273148145,22819.3697140446,-160918.567714178,53765.2248099046
90,-1011.28297347717,-55375.0838755897,-39451.0484132177,176141.747875117,51268.7010045204,-50954.2209451983,44704.9574188562,-10656.6690523996,-5920.31594948063,-21089.7599619073,55342.0540148913,-92047.3494748799
91,61135.8154709077,-121000.167844498,-67678.9889061959,78432.1772300936,19864.7210615055,-68343.7317763632,24740.630515718,-150047.957151686,-53590.3467289512,-184086.647117186,-103876.774410339,-16570.0696221788
92,120145.947140886,-90260.2299789748,-92921.9738477688,56226.1502035296,258901.110620076,-131356.908737773,44684.3018333824,21084.3846902967,-63273.5187348398,-147458.479016111,-63025.8168016743,67005.3081423905
93,-90620.2450286965,-73019.7924810047,162891.042296918,-13544.8357206752,42520.2798502247,53550.1088500608,66377.5175409436,-6268.31721825989,-42091.354319024,125855.43939696,-122552.474397415,-87197.259903846
94,-23084.9401973616,-72051.4173785063,89667.0825436929,-31471.5213310004,12051.0559205202,-69412.3915066988,72248.9769340308,35558.8533621725,94884.5478558136,18927.1245816853,-120535.761513482,-84246.864963421
95,17429.3604690818,29352.613718103,-82369.4652887852,-98606.7301187836,53735.0210787998,-137630.315982762,56322.2139296146,-14812.8215942841,69267.1725769608,-103284.780611377,-39574.9152389166,9832.86042497955
96,-68878.2378143571,-48089.2410865613,-8915.79833319493,-11982.302162258,-144883.708968311,-22416.6164444131,-67721.2991990362,56421.632731228,-55841.2462233868,-3458.65218830475,44861.2946601824,127893.643010905
97,170538.254313156,64535.3522098781,36454.1394706789,92518.9476779141,75061.1102025415,-150501.469212371,144826.041843749,-173912.51541964,79698.3196925945,83168.525581117,13097.1214944083,-63436.5081766823
98,-584.760006246819,-163938.117319462,-30248.5017139086,-115310.407758169,-21508.2154741485,18270.7560857542,107059.374329812,103084.83131465,-282885.059691697,57136.8607893322,84877.0248858854,-43233.7684290958
99,-132682.680915649,-107289.041041029,-176301.516564648,132841.985027023,-112318.757302775,-124301.538490292,-80768.239367803,-85171.9393709245,-168435.549438264,-135163.18544761,116293.480166575,223159.391117683
