,sub1,sub2,sub3,sub4,sub5,sub6,sub7,sub8,sub9,sub10,sub 11,sub12
31,4626.34103492626,-110868.914625126,-82483.0325532611,16270.8449859498,5930.28077501912,120649.882706689,-20667.6081772331,44743.4988778157,13047.3387743397,26928.9379361018,-12800.9396710675,-45290.759616125
32,5363.55523756512,-72191.5900735649,-79783.775754418,-8975.14551396563,-61872.6577518457,-81943.6546975195,32668.0502914084,-54882.6134874233,-47675.3780779941,7017.40569622388,107852.941900324,27965.6659642981
33,20185.7584670159,42326.5524861381,-46348.8469200037,-47800.700374278,-3271.00438095658,-43190.7891827269,33081.1086330159,-25133.9509973181,-16695.4106052681,64748.2752914491,-75491.5841030364,-68836.1825449318
34,-83370.6241437735,-15065.6059764132,56164.3367424814,41145.4133728821,-82917.1370265563,-25042.194039517,11092.7162192206,-49297.9415759351,-33034.5543334337,9554.73337312364,49266.792024861,-33633.3379554738
35,-83923.6488015539,-6598.29783905378,-2163.43430259876,41874.3714878079,-95387.657545783,-37811.4681200902,68563.6705319885,-23968.0560911524,98006.4375307827,-13430.1930034312,62459.083060266,11562.165744169
36,25692.1098193259,-5723.34316467164,-42433.4318777357,83560.8054645226,-17390.70557416,35793.6166371715,10751.9712667303,30390.7602751048,-22728.5999232983,7811.81902583407,62119.4256175085,60488.9426728968
37,-12972.1505663077,-83247.8837811649,87113.2196471118,-81111.0774091211,26133.1463681333,94515.4174534626,31347.4199221006,-74616.9181589583,-35578.920061617,23549.5380567826,66457.3074158532,101446.651201863
38,73134.2077621492,-15544.9434663788,-5036.93882056446,-50420.3313862758,44089.0906407018,23074.5601528322,14357.7387543874,-44763.4334609938,-2288.28420747702,65604.9099696038,-28335.1675787699,4190.66513397501
39,3341.68052171642,19424.4616292221,71467.0742768454,-11730.7148871537,45350.0841788278,-51864.4280452768,-26819.0858784215,-20112.8770639075,-29607.9286765106,-28602.3147974507,40056.2729876542,-16780.5496797833
40,18623.7936638551,-50193.0496098598,-23151.963514512,-62874.987885569,-31119.9818829167,88898.8095685847,-95613.7155001637,73471.0521419554,-11785.9861617988,-13059.1219467073,45953.1607769527,-33076.2470567753
41,-63076.6018634648,89323.0457443003,75049.6102339149,29386.0895572497,32012.5075106801,-99440.6105101208,-17612.1822687002,22440.6679323057,8679.74786746708,8986.20529189704,-19958.7706162858,-122062.511836166
42,-48462.2920120873,86254.3766901908,86571.2842887644,28023.5372279988,-23109.4766989489,15223.8275517373,-48956.6336854773,-101035.583128733,6809.758247378,-14252.5754120487,2558.0915183092,831.464264434382
43,40603.5283677056,-23026.6197365653,36680.3842947193,69144.9877660596,65937.5585404749,-61815.1515521639,16362.1702319594,73802.0529003022,-14642.5562625543,-35241.1056679277,-7270.39923446382,70252.3126276007
44,15097.894667532,42548.2769299512,-16773.3247592526,33054.4802310999,64672.6425306587,6848.54345845308,30547.8723207286,-24959.1835938685,82505.9372715864,-154710.47042675,-3255.88384103051,-47596.3259696427
45,-51110.2436729404,49666.8652539633,-5149.05936816447,-57910.3110687696,-31771.1192721547,70591.4690215313,13026.6391101779,95769.1777403694,22622.164982877,-50344.7185153003,-31117.9214968503,-47299.5225693889
46,-19876.6991131536,58354.1627588584,89711.7445485331,5928.013717439,110672.25626949,16505.5577189777,47156.9923066803,-6467.16407539043,62672.3471930902,-40380.8722306771,-17013.1538981272,88589.3621871818
47,-42950.111050758,-6263.21626974625,13572.4903749201,83349.5721450018,-90716.5192000219,18476.9020296442,19848.0695132278,-34611.3860900634,24412.9439835074,7191.46413597658,10374.6295946621,43920.0596209613
48,-49778.6201040731,4314.97038838481,12428.3825623757,21389.8722538594,5818.59859594203,-29792.3489677197,-23663.5685054379,-23182.4509676104,-5392.66095356102,14250.1277817223,-79809.9941415514,9160.77668065986
49,-9183.849315855,-96876.7422622171,-9930.62915332623,-7152.58928104953,-32903.4481291542,46651.8889930935,-13983.1168332127,32131.126939472,18098.7444883687,-30821.626243804,61964.4158107027,-8948.87520155166
50,-6737.82259744072,31272.6531032744,-40515.5534952607,4773.51850868436,-12091.7633818041,100495.540286093,55773.4392406854,40997.0740287848,32772.7407860231,-34539.4192081777,14878.9649392006,-2761.03529859154
51,-91187.1332973593,-61539.6374324426,-41856.3006033304,10794.5562070239,-25593.7606330061,-65355.7985237768,37555.4997446406,-19623.7191452468,-24231.695236476,16030.6364529566,55968.4116124613,-76632.2136195729
52,53118.1725150025,10604.9620651562,-1454.72001844085,-18737.302460144,59512.2818568579,53881.712974764,78657.4106950901,37814.3578761702,31871.7062074533,13409.6128477215,56311.9866224895,8361.07992296798
53,-38800.849184265,-11275.1832939676,18921.7208139792,41445.5229510963,61333.0505566049,44813.4105072907,56005.279631854,-62756.6344778127,19515.6913910211,3115.81524409952,23074.4319125893,58989.3091152404
54,46483.612137753,10820.9302468224,-36399.1085400641,-61128.8778767347,29159.3993316835,71807.2602641056,5322.46041575898,90631.4328292859,-5341.48025597681,70843.5842896438,29342.223262719,66083.2230206998
55,42187.6789040268,41508.9856561744,14285.4469432127,5077.06844873566,-19113.447106776,-30182.7636170792,52360.0283133278,-15881.6806619652,-8212.2353943211,-1935.40548586165,18226.0103490681,67708.7613097196
56,53120.032457434,519.870743786263,41437.5157600216,-61954.8649926394,-22691.0637929181,-44145.9341770374,12981.440857048,28453.0232450038,-6625.18936062589,-16517.85017557,-66084.7849125829,10991.1866686099
57,37249.3408542026,29201.1135278951,19123.154889305,-97881.663388712,-21226.2851669776,-31789.5324255037,7217.88466763737,-34582.36725019,-25703.398554875,23506.506863593,19589.6838090468,-75176.6542093575
58,-61261.1152342506,10616.5375646925,-54989.7655675085,-14678.8520573098,65246.4601594634,32514.8727648045,37007.925046974,23475.5657479637,-80139.4613041375,-14025.2685326722,-42761.9773022626,-78196.0185104363
59,-35723.9042512836,-4779.43931823145,-3105.01171192645,-19729.1260509378,-65427.207637998,6154.25476814953,-38612.3542731554,9901.68831173022,-10908.6879410912,-25814.6156841464,-99432.8939860843,-30767.302020533
60,-81149.5104247746,-6087.341921312,620.294971119091,-58309.7926437013,-24541.4309855743,12850.9988220114,-10977.9141551169,-60882.5024595254,-21090.6212138274,-57761.6120240163,-1358.47255727963,-28964.3622808491
61,11596.1112551305,84824.9624834167,-31053.2463901946,80741.827156804,36054.2227435806,-31722.9006931626,-36906.9063074496,53878.1456320019,41389.9947399367,-34521.64347109,123430.414125713,39190.5353000442
62,31527.5130753579,69753.4204857516,30345.5640028546,29530.7406178672,-20538.2779551876,39473.4199919729,-63410.1086942249,20632.982890742,-66459.8999473842,14348.2043685293,-47820.7834044426,-68868.9751932266
63,-60097.0867885857,36485.9918518298,15888.3702163735,-64642.8443391584,75580.1027557466,-42416.1205670824,14281.242435468,-16906.9905543121,57938.9471427442,-109058.688406599,-45789.1503843116,100430.68785541
64,95925.8262873581,4969.52911712963,1969.93653587159,-74941.5071760152,111814.984645708,-4206.28600799909,3742.10647427982,-17973.9979649723,-18751.4191936375,131245.067927798,28586.0016103794,22080.3256162863
65,-85631.828043892,57271.7112914709,24126.8799588153,-132718.558770707,28466.0052573983,33581.9790645639,7032.94433014984,-71685.1309796323,33803.6347711835,5937.64366542183,59173.6011868557,-63966.2543285909
66,56112.4222835975,-3497.23704534782,1352.02412251745,-30542.9383556966,-85044.314250773,-1518.60755155992,54809.9103692478,-26955.3929384081,-134198.259236321,515.39664982094,28900.6991482168,-46296.2369282697
67,-52625.0290170741,-71713.6168538575,-10078.8714758404,77787.1975121742,60883.331941327,74693.6949211924,-28233.1314570669,4788.28754998966,7032.51333329715,-33447.6501693302,112555.981298924,10306.1468778599
68,33069.7907496449,-51569.5803583753,39009.6144894317,80225.2531075454,-41239.1058145186,-102994.383076416,37683.0868975308,4470.17028707252,125588.742545374,94458.4011851024,-9579.8343503748,1510.0045695227
69,39724.2632638378,-17171.9496128291,49536.2701889849,-7333.24672140328,38751.756040897,45090.4184122012,41297.1248739039,65968.3703427931,44259.3536742586,-44294.7509692038,-8778.16148393884,-24979.660743926
70,16026.1195863312,5713.99545764692,-14145.8006509056,-33995.4203624092,51836.338750118,3917.3279525178,-85698.0423562448,542.241355781038,-120060.105977326,43828.7516927417,-35354.5928827515,-11833.7602283202
71,-76518.1335857592,-64205.1655060844,-25413.2909419088,-44218.9797178571,68861.9846178794,81385.8635129326,22873.8077490329,-24496.2189354034,-42498.9665829213,50108.7436577263,-78842.4591338329,21320.5284991397
72,-18432.3698424586,-36178.2090620982,21494.3276753032,-5784.66306172218,-6412.5301815622,26631.3897603606,-13215.0681241765,31112.8150456415,-82304.6593481198,-2608.25030529452,31755.3075771001,42671.7452759993
73,-10158.8328455991,22778.2034738741,17311.161823723,-30999.0349057519,48435.5037131984,-59518.8489876556,-25879.3486836574,28580.2187872818,13069.9215875324,49885.2234688003,-67287.544256312,-121681.748200188
74,15247.8861373523,-86609.6355361502,10227.4697671944,18201.066785593,-10489.792261306,21811.0749629569,45246.0795521133,-46345.9500982055,21855.5812843439,-5976.86664910437,-64350.1352756752,15518.432653656
75,43655.6084334288,56457.0874895836,7445.1918851302,50547.959441612,156044.624322212,75856.3143712051,54490.6641280356,-6142.87696608635,31831.2142302342,-6122.53596781311,59731.046112999,17946.678593971
76,-82049.4309258344,9631.37531461418,8641.59265294941,88506.4412977337,-7309.83694329168,3494.1782033125,34663.6241024514,-80128.172280719,-44641.560575892,-36089.5286290218,-52217.749410271,-21304.3522241926
77,-82247.8446430486,-97466.5078556585,10852.9619841982,-933.101010381135,-75322.743337598,-34796.7543445538,39124.4997413934,24214.3864625043,-32154.2448929277,43399.157310063,-32391.4842801439,46153.1331772252
78,11495.4599861418,-7013.55564240675,39935.4040601836,5617.70797284468,72931.794166612,46714.8979222561,-6824.16372789344,-21660.1618343476,24616.3508062194,36241.6689924287,-110880.761003286,31910.0094720418
79,-85.4567620823982,-12749.6241154298,-51309.3673928891,103091.354768018,-61105.6029284864,16094.627080772,-49387.6874310842,-6306.82865893091,86457.5440238194,-19211.9834465103,-47858.0515123486,56405.1149941259
80,8594.51077897595,-24602.8442213548,8405.72050632869,-47337.7517519284,61863.2837679132,-2239.14678403888,41085.1012976314,-13091.4853771325,19071.3289543641,-49036.6484944399,16450.9029580403,-4775.7152035501
81,25848.3818218513,-66938.672904804,27414.9894188263,-72696.3720868096,-58273.3351774112,32607.1364949141,-87135.5067546473,-39248.9754987958,101415.180196115,-12859.1766748293,-67585.4965555053,-10021.0091034329
82,56033.986052109,-13952.1408373678,-64066.5457704252,44396.6586560947,7851.77895878496,48366.8104729749,28239.4374142335,-37691.23582809,-87394.101505669,30160.1913322247,-18511.0305332705,15568.4707355104
83,-21254.6975655502,-10179.1255564851,24583.4256793378,-42035.4112093842,-44753.5787806577,-38401.0245184043,46571.0715072274,2968.36975017681,-46356.8625766929,31238.778948097,9003.52322624493,-14112.4659429873
84,27577.9489665872,36263.1538407293,77014.7062769064,25956.2283713223,22947.0550590737,-86826.289532208,55403.8921001605,9783.07186896266,72066.198050759,-20548.0939961581,39673.48483873,-42093.1689473414
85,41841.6713235198,16632.7291483499,-7081.68460325443,-27146.2864302889,43173.5676410452,-21095.3180386553,17389.6084296319,-25572.4126050783,7709.98878570438,-42086.9949793499,-14670.1256281284,54920.7791731785
86,76732.2498727334,-37844.7731619691,269.602998061928,-15209.0106363746,-40193.3692235618,15431.3061252642,67625.4982054812,22502.9222974829,119003.43934094,7624.9720475396,53619.4509125585,24495.6287276818
87,-50100.5224225045,41873.3694666087,21361.2911780878,-39248.0931750672,17187.7726826439,-69057.4126045466,-6196.46374428356,44838.5581219182,40855.3112595952,-5351.5280994202,-17516.6245358362,-29068.5119910891
88,36814.7157013376,-10416.5306719784,74117.6272094818,69689.5663946237,-51956.4476013843,8974.35641651887,-76871.0008603247,-71552.5668661169,16562.5592306003,21082.3013480013,-7948.79010051553,28794.9754232218
89,6111.39480847463,-78812.8791371977,-59361.8258797575,-20938.4082621856,16152.0762026827,-21945.9412324044,43736.8754691183,-23159.2415215643,8186.57328148073,-6130.00782311307,70802.8329423579,14165.3039538165
90,58115.7867888163,26942.6191520834,89956.2419120683,-12561.497978451,15395.9025210388,-61889.1352302325,71000.901084257,-78818.8759153644,10030.8916501123,-115088.840003391,-1180.17624726413,-14096.6664639225
91,68763.9419683328,-8555.35340991144,-33797.0865319084,-22234.613562997,-67317.639569111,25608.8883801673,-15921.6637248239,146672.106826586,65033.3141811358,40088.8419344615,17264.4782436847,-42113.3341825863
92,3910.91393956423,-29846.8948772376,-39734.5872443066,9670.94180865949,43638.8875528232,-2831.26045461176,-58390.7613153364,40120.173200244,-12252.0014421215,-66848.615071361,67856.7686921139,19417.9285303619
93,75551.1267840443,-2439.35921866359,53802.4997515567,12774.5040401547,-16761.8784109779,-17380.9933755337,24652.2620380711,-34418.586111977,-11284.4716723026,94567.9849672132,-73813.3152354047,-33622.170250369
94,11671.3876177055,29223.6341600804,63792.4180643914,-7919.80845966962,2555.52016831031,15379.7161727407,-12754.542192416,-61301.6033332549,-82744.2422693759,-52929.6473033145,38617.3122317075,33865.6907295674
95,-45834.2838635223,14113.2025807092,-43626.2202468809,-56238.6932456454,42418.1934886896,-85392.2878095036,-7330.25689869896,-64236.2746219442,-22360.3201068263,26661.7974126062,-41147.4812079711,72951.3375306885
96,10403.0867717288,-63205.6540319443,-108469.776888439,4934.6802968704,58938.5082314212,-67117.9103470161,-38428.958337446,27208.8468639738,-14628.9657580896,67545.9831369859,50185.314857575,7442.22531388714
97,13339.4454668785,27347.7659254048,4147.26295163703,58134.253701699,-20420.6938241171,-994.974451966923,-20627.3334334329,56868.4855798396,-28931.8980183183,-32515.1655367493,-31787.4756127175,-44230.2843301854
98,-13999.6342768824,-68694.6017589901,-35482.1206647685,7745.28222828578,-6244.41083761674,-56467.6304265079,44452.4413798783,-12901.3259211485,31123.3567510356,8148.12814886506,57387.1033940852,30668.75469524
99,-10066.5177130934,-111874.167585089,-129807.499387845,524.366436424615,42034.1651231745,22208.5160577277,25065.4302996664,57957.8655341863,80493.3390135101,70748.3172637844,-42957.0111843929,20187.6155367998
